"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "mismatch" "gapopen" "qstart" "qend" "sstart" "send" "evalue" "bitscore" "query_cover" "alightment"
"54759" "CDR98275.1" "CP011623.1" 99.377 321 321 2 0 1 321 87988 88308 2.08e-164 582 100 321
"54760" "CDR98275.1" "CP011577.1" 99.377 321 321 2 0 1 321 72436 72116 2.08e-164 582 100 321
"54761" "CDR98275.1" "CP010574.1" 99.377 321 321 2 0 1 321 98193 98513 2.08e-164 582 100 321
"54762" "CDR98275.1" "CP010393.1" 99.377 321 321 2 0 1 321 121376 121696 2.08e-164 582 100 321
"54763" "CDR98275.1" "CP010390.1" 99.377 321 321 2 0 1 321 164351 164031 2.08e-164 582 100 321
"54764" "CDR98275.1" "CP009879.1" 99.377 321 321 2 0 1 321 114648 114328 2.08e-164 582 100 321
"54765" "CDR98275.1" "CP009777.1" 99.377 321 321 2 0 1 321 116509 116829 2.08e-164 582 100 321
"54766" "CDR98275.1" "CP009115.1" 99.377 321 321 2 0 1 321 82695 82375 2.08e-164 582 100 321
"54767" "CDR98275.1" "CP008932.1" 99.377 321 321 2 0 1 321 33178 33498 2.08e-164 582 100 321
"54768" "CDR98275.1" "CP008930.1" 99.377 321 321 2 0 1 321 161396 161716 2.08e-164 582 100 321
"54769" "CDR98275.1" "CP008829.1" 99.377 321 321 2 0 1 321 203028 203348 2.08e-164 582 100 321
"54770" "CDR98275.1" "CP008800.1" 99.377 321 321 2 0 1 321 150797 151117 2.08e-164 582 100 321
"54771" "CDR98275.1" "CP007734.1" 99.377 321 321 2 0 1 321 322272 321952 2.08e-164 582 100 321
"54772" "CDR98275.1" "CP007729.1" 99.377 321 321 2 0 1 321 203028 203348 2.08e-164 582 100 321
"54773" "CDR98275.1" "CP006927.1" 99.377 321 321 2 0 1 321 98708 99028 2.08e-164 582 100 321
"54774" "CDR98275.1" "CP006657.1" 99.377 321 321 2 0 1 321 257242 257562 2.08e-164 582 100 321
"54775" "CDR98275.1" "CP000648.1" 99.377 321 321 2 0 1 321 136803 137123 2.08e-164 582 100 321
"54776" "CDR98275.1" "AP012055.1" 99.377 321 321 2 0 1 321 66707 66387 2.08e-164 582 100 321
"54777" "CDR98275.1" "NZ_MOLX01000057.1" 99.065 321 321 3 0 1 321 8852 9172 9.67e-163 577 100 321
"54778" "CDR98275.1" "NZ_CP018455.1" 99.065 321 321 3 0 1 321 62057 62377 9.67e-163 577 100 321
"54779" "CDR98275.1" "NZ_CP012993.2" 99.065 321 321 3 0 1 321 27706 28026 9.67e-163 577 100 321
"54780" "CDR98275.1" "NZ_CP012988.3" 99.065 321 321 3 0 1 321 27706 28026 9.67e-163 577 100 321
"54781" "CDR98275.1" "NZ_CP011633.1" 99.065 321 321 3 0 1 321 32978 32658 9.67e-163 577 100 321
"54782" "CDR98275.1" "NZ_AP014952.1" 99.065 321 321 3 0 1 321 32403 32723 9.67e-163 577 100 321
"54783" "CDR98275.1" "NC_020893.1" 99.065 321 321 3 0 1 321 28096 28416 9.67e-163 577 100 321
"54784" "CDR98275.1" "NC_019389.1" 99.065 321 321 3 0 1 321 35019 35339 9.67e-163 577 100 321
"54785" "CDR98275.1" "NC_016846.1" 99.065 321 321 3 0 1 321 83205 82885 9.67e-163 577 100 321
"54786" "CDR98275.1" "MOLX01000057.1" 99.065 321 321 3 0 1 321 8852 9172 9.67e-163 577 100 321
"54787" "CDR98275.1" "MCFP01000199.1" 99.065 321 321 3 0 1 321 1191 871 9.67e-163 577 100 321
"54788" "CDR98275.1" "LT576116.1" 99.065 321 321 3 0 1 321 46633 46953 9.67e-163 577 100 321
"54789" "CDR98275.1" "KX236178.1" 99.065 321 321 3 0 1 321 26127 26447 9.67e-163 577 100 321
"54790" "CDR98275.1" "KT185451.1" 99.065 321 321 3 0 1 321 134575 134255 9.67e-163 577 100 321
"54791" "CDR98275.1" "KP893385.1" 99.065 321 321 3 0 1 321 28135 28455 9.67e-163 577 100 321
"54792" "CDR98275.1" "KC405622.1" 99.065 321 321 3 0 1 321 28096 28416 9.67e-163 577 100 321
"54793" "CDR98275.1" "JX424423.1" 99.065 321 321 3 0 1 321 35019 35339 9.67e-163 577 100 321
"54794" "CDR98275.1" "CP018455.1" 99.065 321 321 3 0 1 321 62057 62377 9.67e-163 577 100 321
"54795" "CDR98275.1" "CP016403.1" 99.065 321 321 3 0 1 321 56764 56444 9.67e-163 577 100 321
"54796" "CDR98275.1" "CP012993.2" 99.065 321 321 3 0 1 321 27706 28026 9.67e-163 577 100 321
"54797" "CDR98275.1" "CP012988.3" 99.065 321 321 3 0 1 321 27706 28026 9.67e-163 577 100 321
"54798" "CDR98275.1" "CP011633.1" 99.065 321 321 3 0 1 321 32978 32658 9.67e-163 577 100 321
"54799" "CDR98275.1" "CP003224.1" 99.065 321 321 3 0 1 321 83205 82885 9.67e-163 577 100 321
"54800" "CDR98275.1" "AP014952.1" 99.065 321 321 3 0 1 321 32403 32723 9.67e-163 577 100 321
"54801" "CDR98275.1" "NZ_JNBM01000002.1" 99.065 321 321 2 1 1 321 118456 118775 3.48e-162 575 100 321
"54802" "CDR98275.1" "NZ_JMMY01000002.1" 99.065 321 321 2 1 1 321 86470 86789 3.48e-162 575 100 321
"54803" "CDR98275.1" "JNBM01000002.1" 99.065 321 321 2 1 1 321 118456 118775 3.48e-162 575 100 321
"54804" "CDR98275.1" "JMMY01000002.1" 99.065 321 321 2 1 1 321 86470 86789 3.48e-162 575 100 321
"54805" "CDR98275.1" "NZ_CP012572.1" 98.754 321 321 4 0 1 321 50434 50754 4.5e-161 571 100 321
"54806" "CDR98275.1" "NZ_CP012567.1" 98.754 321 321 4 0 1 321 50433 50753 4.5e-161 571 100 321
"54807" "CDR98275.1" "NC_016966.1" 98.754 321 321 4 0 1 321 120408 120728 4.5e-161 571 100 321
"54808" "CDR98275.1" "CP012572.1" 98.754 321 321 4 0 1 321 50434 50754 4.5e-161 571 100 321
"54809" "CDR98275.1" "CP012567.1" 98.754 321 321 4 0 1 321 50433 50753 4.5e-161 571 100 321
"54810" "CDR98275.1" "CP002474.1" 98.754 321 321 4 0 1 321 120408 120728 4.5e-161 571 100 321
"54817" "CTQ18130.1" "NZ_LZCZ01000009.1" 99.688 321 321 1 0 1 321 3374 3694 4.47e-166 588 100 321
"54818" "CTQ18130.1" "NZ_LZCY01000010.1" 99.688 321 321 1 0 1 321 3656 3336 4.47e-166 588 100 321
"54819" "CTQ18130.1" "NZ_LYMZ01000041.1" 99.688 321 321 1 0 1 321 1196 876 4.47e-166 588 100 321
"54820" "CTQ18130.1" "NZ_LXQO01000042.1" 99.688 321 321 1 0 1 321 2981 2661 4.47e-166 588 100 321
"54821" "CTQ18130.1" "NZ_LJCD01000037.1" 99.688 321 321 1 0 1 321 1283 963 4.47e-166 588 100 321
"54822" "CTQ18130.1" "NZ_LJCB01000054.1" 99.688 321 321 1 0 1 321 1533 1213 4.47e-166 588 100 321
"54823" "CTQ18130.1" "NZ_JPIQ01000072.1" 99.688 321 321 1 0 1 321 1112 1432 4.47e-166 588 100 321
"54824" "CTQ18130.1" "NZ_JPGT01000089.1" 99.688 321 321 1 0 1 321 983 1303 4.47e-166 588 100 321
"54825" "CTQ18130.1" "NZ_JPGS01000083.1" 99.688 321 321 1 0 1 321 986 1306 4.47e-166 588 100 321
"54826" "CTQ18130.1" "NZ_JMSX01000002.1" 99.688 321 321 1 0 1 321 117331 117651 4.47e-166 588 100 321
"54827" "CTQ18130.1" "NZ_JMSW01000002.1" 99.688 321 321 1 0 1 321 93653 93973 4.47e-166 588 100 321
"54828" "CTQ18130.1" "NZ_FO834904.1" 99.688 321 321 1 0 1 321 13379 13699 4.47e-166 588 100 321
"54829" "CTQ18130.1" "NZ_CP018460.1" 99.688 321 321 1 0 1 321 143850 144170 4.47e-166 588 100 321
"54830" "CTQ18130.1" "NZ_CP018441.1" 99.688 321 321 1 0 1 321 136597 136277 4.47e-166 588 100 321
"54831" "CTQ18130.1" "NZ_CP018434.1" 99.688 321 321 1 0 1 321 122058 122378 4.47e-166 588 100 321
"54832" "CTQ18130.1" "NZ_CP018430.1" 99.688 321 321 1 0 1 321 122058 122378 4.47e-166 588 100 321
"54833" "CTQ18130.1" "NZ_CP018424.1" 99.688 321 321 1 0 1 321 122058 122378 4.47e-166 588 100 321
"54834" "CTQ18130.1" "NZ_CP018365.1" 99.688 321 321 1 0 1 321 162522 162842 4.47e-166 588 100 321
"54835" "CTQ18130.1" "NZ_CP018355.1" 99.688 321 321 1 0 1 321 60792 61112 4.47e-166 588 100 321
"54836" "CTQ18130.1" "NZ_CP018340.1" 99.688 321 321 1 0 1 321 77841 78161 4.47e-166 588 100 321
"54837" "CTQ18130.1" "NZ_CP017935.1" 99.688 321 321 1 0 1 321 44873 44553 4.47e-166 588 100 321
"54838" "CTQ18130.1" "NZ_CP017386.1" 99.688 321 321 1 0 1 321 66210 65890 4.47e-166 588 100 321
"54839" "CTQ18130.1" "NZ_CP016922.1" 99.688 321 321 1 0 1 321 29661 29341 4.47e-166 588 100 321
"54840" "CTQ18130.1" "NZ_CP016810.1" 99.688 321 321 1 0 1 321 225272 224952 4.47e-166 588 100 321
"54841" "CTQ18130.1" "NZ_CP015824.1" 99.688 321 321 1 0 1 321 97303 97623 4.47e-166 588 100 321
"54842" "CTQ18130.1" "NZ_CP015386.1" 99.688 321 321 1 0 1 321 174382 174062 4.47e-166 588 100 321
"54843" "CTQ18130.1" "NZ_CP015383.1" 99.688 321 321 1 0 1 321 136163 136483 4.47e-166 588 100 321
"54844" "CTQ18130.1" "NZ_CP015135.1" 99.688 321 321 1 0 1 321 114816 114496 4.47e-166 588 100 321
"54845" "CTQ18130.1" "NZ_CP015132.1" 99.688 321 321 1 0 1 321 89340 89020 4.47e-166 588 100 321
"54846" "CTQ18130.1" "NZ_CP014765.1" 99.688 321 321 1 0 1 321 68052 68372 4.47e-166 588 100 321
"54847" "CTQ18130.1" "NZ_CP014649.1" 99.688 321 321 1 0 1 321 2948 2628 4.47e-166 588 100 321
"54848" "CTQ18130.1" "NZ_CP014005.1" 99.688 321 321 1 0 1 321 4424 4744 4.47e-166 588 100 321
"54849" "CTQ18130.1" "NZ_CP013323.1" 99.688 321 321 1 0 1 321 95536 95856 4.47e-166 588 100 321
"54850" "CTQ18130.1" "NZ_CP012884.1" 99.688 321 321 1 0 1 321 81531 81851 4.47e-166 588 100 321
"54851" "CTQ18130.1" "NZ_CP012571.1" 99.688 321 321 1 0 1 321 23789 24109 4.47e-166 588 100 321
"54852" "CTQ18130.1" "NZ_CP012566.1" 99.688 321 321 1 0 1 321 23789 24109 4.47e-166 588 100 321
"54853" "CTQ18130.1" "NZ_CP011990.1" 99.688 321 321 1 0 1 321 679 999 4.47e-166 588 100 321
"54854" "CTQ18130.1" "NZ_CP011981.1" 99.688 321 321 1 0 1 321 86473 86793 4.47e-166 588 100 321
"54855" "CTQ18130.1" "NZ_CP011977.1" 99.688 321 321 1 0 1 321 174757 175077 4.47e-166 588 100 321
"54856" "CTQ18130.1" "NZ_CP011623.1" 99.688 321 321 1 0 1 321 87988 88308 4.47e-166 588 100 321
"54857" "CTQ18130.1" "NZ_CP011577.1" 99.688 321 321 1 0 1 321 72436 72116 4.47e-166 588 100 321
"54858" "CTQ18130.1" "NZ_CP010574.1" 99.688 321 321 1 0 1 321 98193 98513 4.47e-166 588 100 321
"54859" "CTQ18130.1" "NZ_CP010393.1" 99.688 321 321 1 0 1 321 121376 121696 4.47e-166 588 100 321
"54860" "CTQ18130.1" "NZ_CP010390.1" 99.688 321 321 1 0 1 321 164351 164031 4.47e-166 588 100 321
"54861" "CTQ18130.1" "NZ_CP009879.1" 99.688 321 321 1 0 1 321 114648 114328 4.47e-166 588 100 321
"54862" "CTQ18130.1" "NZ_CP009777.1" 99.688 321 321 1 0 1 321 116509 116829 4.47e-166 588 100 321
"54863" "CTQ18130.1" "NZ_CP009115.1" 99.688 321 321 1 0 1 321 82695 82375 4.47e-166 588 100 321
"54864" "CTQ18130.1" "NZ_CP008932.1" 99.688 321 321 1 0 1 321 33178 33498 4.47e-166 588 100 321
"54865" "CTQ18130.1" "NZ_CP008930.1" 99.688 321 321 1 0 1 321 161396 161716 4.47e-166 588 100 321
"54866" "CTQ18130.1" "NZ_CP008829.1" 99.688 321 321 1 0 1 321 203028 203348 4.47e-166 588 100 321
"54867" "CTQ18130.1" "NZ_CP008800.1" 99.688 321 321 1 0 1 321 150797 151117 4.47e-166 588 100 321
"54868" "CTQ18130.1" "NZ_CP007734.1" 99.688 321 321 1 0 1 321 322272 321952 4.47e-166 588 100 321
"54869" "CTQ18130.1" "NZ_CP007729.1" 99.688 321 321 1 0 1 321 203028 203348 4.47e-166 588 100 321
"54870" "CTQ18130.1" "NZ_CP006927.1" 99.688 321 321 1 0 1 321 98708 99028 4.47e-166 588 100 321
"54871" "CTQ18130.1" "NC_032103.1" 99.688 321 321 1 0 1 321 64262 64582 4.47e-166 588 100 321
"54872" "CTQ18130.1" "NC_024992.1" 99.688 321 321 1 0 1 321 119407 119727 4.47e-166 588 100 321
"54873" "CTQ18130.1" "NC_023905.1" 99.688 321 321 1 0 1 321 77077 77397 4.47e-166 588 100 321
"54874" "CTQ18130.1" "NC_023332.1" 99.688 321 321 1 0 1 321 118269 118589 4.47e-166 588 100 321
"54875" "CTQ18130.1" "NC_022078.1" 99.688 321 321 1 0 1 321 257242 257562 4.47e-166 588 100 321
"54876" "CTQ18130.1" "NC_021654.1" 99.688 321 321 1 0 1 321 238313 238633 4.47e-166 588 100 321
"54877" "CTQ18130.1" "NC_021198.1" 99.688 321 321 1 0 1 321 66707 66387 4.47e-166 588 100 321
"54878" "CTQ18130.1" "NC_020132.1" 99.688 321 321 1 0 1 321 121217 121537 4.47e-166 588 100 321
"54879" "CTQ18130.1" "NC_020087.1" 99.688 321 321 1 0 1 321 111192 110872 4.47e-166 588 100 321
"54880" "CTQ18130.1" "NC_019390.1" 99.688 321 321 1 0 1 321 153461 153781 4.47e-166 588 100 321
"54881" "CTQ18130.1" "NC_015154.1" 99.688 321 321 1 0 1 321 56574 56894 4.47e-166 588 100 321
"54882" "CTQ18130.1" "NC_013950.1" 99.688 321 321 1 0 1 321 45756 46076 4.47e-166 588 100 321
"54883" "CTQ18130.1" "NC_009649.1" 99.688 321 321 1 0 1 321 136803 137123 4.47e-166 588 100 321
"54884" "CTQ18130.1" "MNPH01000039.1" 99.688 321 321 1 0 1 321 3722 4042 4.47e-166 588 100 321
"54885" "CTQ18130.1" "MNPF01000042.1" 99.688 321 321 1 0 1 321 11136 10816 4.47e-166 588 100 321
"54886" "CTQ18130.1" "LZCZ01000009.1" 99.688 321 321 1 0 1 321 3374 3694 4.47e-166 588 100 321
"54887" "CTQ18130.1" "LZCY01000010.1" 99.688 321 321 1 0 1 321 3656 3336 4.47e-166 588 100 321
"54888" "CTQ18130.1" "LYMZ01000041.1" 99.688 321 321 1 0 1 321 1196 876 4.47e-166 588 100 321
"54889" "CTQ18130.1" "LXQO01000042.1" 99.688 321 321 1 0 1 321 2981 2661 4.47e-166 588 100 321
"54890" "CTQ18130.1" "LT216439.1" 99.688 321 321 1 0 1 321 91157 91477 4.47e-166 588 100 321
"54891" "CTQ18130.1" "LT009688.1" 99.688 321 321 1 0 1 321 99443 99763 4.47e-166 588 100 321
"54892" "CTQ18130.1" "LM994717.1" 99.688 321 321 1 0 1 321 119407 119727 4.47e-166 588 100 321
"54893" "CTQ18130.1" "LJCD01000037.1" 99.688 321 321 1 0 1 321 1283 963 4.47e-166 588 100 321
"54894" "CTQ18130.1" "LJCB01000054.1" 99.688 321 321 1 0 1 321 1533 1213 4.47e-166 588 100 321
"54895" "CTQ18130.1" "LC056097.1" 99.688 321 321 1 0 1 321 9536 9856 4.47e-166 588 100 321
"54896" "CTQ18130.1" "KU295132.1" 99.688 321 321 1 0 1 321 59878 60198 4.47e-166 588 100 321
"54897" "CTQ18130.1" "KT896504.1" 99.688 321 321 1 0 1 321 1183 863 4.47e-166 588 100 321
"54898" "CTQ18130.1" "KT203286.1" 99.688 321 321 1 0 1 321 107902 107582 4.47e-166 588 100 321
"54899" "CTQ18130.1" "KP987218.1" 99.688 321 321 1 0 1 321 64262 64582 4.47e-166 588 100 321
"54900" "CTQ18130.1" "KF874498.1" 99.688 321 321 1 0 1 321 77077 77397 4.47e-166 588 100 321
"54901" "CTQ18130.1" "KF719970.1" 99.688 321 321 1 0 1 321 118269 118589 4.47e-166 588 100 321
"54902" "CTQ18130.1" "JX442974.1" 99.688 321 321 1 0 1 321 238313 238633 4.47e-166 588 100 321
"54903" "CTQ18130.1" "JX430448.1" 99.688 321 321 1 0 1 321 121217 121537 4.47e-166 588 100 321
"54904" "CTQ18130.1" "JX424424.1" 99.688 321 321 1 0 1 321 153461 153781 4.47e-166 588 100 321
"54905" "CTQ18130.1" "JPIQ01000072.1" 99.688 321 321 1 0 1 321 1112 1432 4.47e-166 588 100 321
"54906" "CTQ18130.1" "JPGT01000089.1" 99.688 321 321 1 0 1 321 983 1303 4.47e-166 588 100 321
"54907" "CTQ18130.1" "JPGS01000083.1" 99.688 321 321 1 0 1 321 986 1306 4.47e-166 588 100 321
"54908" "CTQ18130.1" "JN233704.1" 99.688 321 321 1 0 1 321 102833 103153 4.47e-166 588 100 321
"54909" "CTQ18130.1" "JMSX01000002.1" 99.688 321 321 1 0 1 321 117331 117651 4.47e-166 588 100 321
"54910" "CTQ18130.1" "JMSW01000002.1" 99.688 321 321 1 0 1 321 93653 93973 4.47e-166 588 100 321
"54911" "CTQ18130.1" "HQ202266.1" 99.688 321 321 1 0 1 321 56574 56894 4.47e-166 588 100 321
"54912" "CTQ18130.1" "HG969998.1" 99.688 321 321 1 0 1 321 63852 64172 4.47e-166 588 100 321
"54913" "CTQ18130.1" "HG969996.1" 99.688 321 321 1 0 1 321 58801 59121 4.47e-166 588 100 321
"54914" "CTQ18130.1" "HF545434.1" 99.688 321 321 1 0 1 321 111192 110872 4.47e-166 588 100 321
"54915" "CTQ18130.1" "FO834904.1" 99.688 321 321 1 0 1 321 13379 13699 4.47e-166 588 100 321
"54916" "CTQ18130.1" "FJ876826.1" 99.688 321 321 1 0 1 321 45756 46076 4.47e-166 588 100 321
"54917" "CTQ18130.1" "CP018675.1" 99.688 321 321 1 0 1 321 16826 16506 4.47e-166 588 100 321
"54918" "CTQ18130.1" "CP018460.1" 99.688 321 321 1 0 1 321 143850 144170 4.47e-166 588 100 321
"54919" "CTQ18130.1" "CP018441.1" 99.688 321 321 1 0 1 321 136597 136277 4.47e-166 588 100 321
"54920" "CTQ18130.1" "CP018434.1" 99.688 321 321 1 0 1 321 122058 122378 4.47e-166 588 100 321
"54921" "CTQ18130.1" "CP018430.1" 99.688 321 321 1 0 1 321 122058 122378 4.47e-166 588 100 321
"54922" "CTQ18130.1" "CP018424.1" 99.688 321 321 1 0 1 321 122058 122378 4.47e-166 588 100 321
"54923" "CTQ18130.1" "CP018365.1" 99.688 321 321 1 0 1 321 162522 162842 4.47e-166 588 100 321
"54924" "CTQ18130.1" "CP018355.1" 99.688 321 321 1 0 1 321 60792 61112 4.47e-166 588 100 321
"54925" "CTQ18130.1" "CP018351.1" 99.688 321 321 1 0 1 321 173357 173677 4.47e-166 588 100 321
"54926" "CTQ18130.1" "CP018340.1" 99.688 321 321 1 0 1 321 77841 78161 4.47e-166 588 100 321
"54927" "CTQ18130.1" "CP017935.1" 99.688 321 321 1 0 1 321 44873 44553 4.47e-166 588 100 321
"54928" "CTQ18130.1" "CP017386.1" 99.688 321 321 1 0 1 321 66210 65890 4.47e-166 588 100 321
"54929" "CTQ18130.1" "CP016922.1" 99.688 321 321 1 0 1 321 29661 29341 4.47e-166 588 100 321
"54930" "CTQ18130.1" "CP016810.1" 99.688 321 321 1 0 1 321 225272 224952 4.47e-166 588 100 321
"54931" "CTQ18130.1" "CP015824.1" 99.688 321 321 1 0 1 321 97303 97623 4.47e-166 588 100 321
"54932" "CTQ18130.1" "CP015393.1" 99.688 321 321 1 0 1 321 144161 143841 4.47e-166 588 100 321
"54933" "CTQ18130.1" "CP015386.1" 99.688 321 321 1 0 1 321 174382 174062 4.47e-166 588 100 321
"54934" "CTQ18130.1" "CP015383.1" 99.688 321 321 1 0 1 321 136163 136483 4.47e-166 588 100 321
"54935" "CTQ18130.1" "CP015135.1" 99.688 321 321 1 0 1 321 114816 114496 4.47e-166 588 100 321
"54936" "CTQ18130.1" "CP015132.1" 99.688 321 321 1 0 1 321 89340 89020 4.47e-166 588 100 321
"54937" "CTQ18130.1" "CP014765.1" 99.688 321 321 1 0 1 321 68052 68372 4.47e-166 588 100 321
"54938" "CTQ18130.1" "CP014649.1" 99.688 321 321 1 0 1 321 2948 2628 4.47e-166 588 100 321
"54939" "CTQ18130.1" "CP014005.1" 99.688 321 321 1 0 1 321 4424 4744 4.47e-166 588 100 321
"54940" "CTQ18130.1" "CP013323.1" 99.688 321 321 1 0 1 321 95536 95856 4.47e-166 588 100 321
"54941" "CTQ18130.1" "CP012884.1" 99.688 321 321 1 0 1 321 81531 81851 4.47e-166 588 100 321
"54942" "CTQ18130.1" "CP012571.1" 99.688 321 321 1 0 1 321 23789 24109 4.47e-166 588 100 321
"54943" "CTQ18130.1" "CP012566.1" 99.688 321 321 1 0 1 321 23789 24109 4.47e-166 588 100 321
"54944" "CTQ18130.1" "CP011990.1" 99.688 321 321 1 0 1 321 679 999 4.47e-166 588 100 321
"54945" "CTQ18130.1" "CP011981.1" 99.688 321 321 1 0 1 321 86473 86793 4.47e-166 588 100 321
"54946" "CTQ18130.1" "CP011977.1" 99.688 321 321 1 0 1 321 174757 175077 4.47e-166 588 100 321
"54947" "CTQ18130.1" "CP011623.1" 99.688 321 321 1 0 1 321 87988 88308 4.47e-166 588 100 321
"54948" "CTQ18130.1" "CP011577.1" 99.688 321 321 1 0 1 321 72436 72116 4.47e-166 588 100 321
"54949" "CTQ18130.1" "CP010574.1" 99.688 321 321 1 0 1 321 98193 98513 4.47e-166 588 100 321
"54950" "CTQ18130.1" "CP010393.1" 99.688 321 321 1 0 1 321 121376 121696 4.47e-166 588 100 321
"54951" "CTQ18130.1" "CP010390.1" 99.688 321 321 1 0 1 321 164351 164031 4.47e-166 588 100 321
"54952" "CTQ18130.1" "CP009879.1" 99.688 321 321 1 0 1 321 114648 114328 4.47e-166 588 100 321
"54953" "CTQ18130.1" "CP009777.1" 99.688 321 321 1 0 1 321 116509 116829 4.47e-166 588 100 321
"54954" "CTQ18130.1" "CP009115.1" 99.688 321 321 1 0 1 321 82695 82375 4.47e-166 588 100 321
"54955" "CTQ18130.1" "CP008932.1" 99.688 321 321 1 0 1 321 33178 33498 4.47e-166 588 100 321
"54956" "CTQ18130.1" "CP008930.1" 99.688 321 321 1 0 1 321 161396 161716 4.47e-166 588 100 321
"54957" "CTQ18130.1" "CP008829.1" 99.688 321 321 1 0 1 321 203028 203348 4.47e-166 588 100 321
"54958" "CTQ18130.1" "CP008800.1" 99.688 321 321 1 0 1 321 150797 151117 4.47e-166 588 100 321
"54959" "CTQ18130.1" "CP007734.1" 99.688 321 321 1 0 1 321 322272 321952 4.47e-166 588 100 321
"54960" "CTQ18130.1" "CP007729.1" 99.688 321 321 1 0 1 321 203028 203348 4.47e-166 588 100 321
"54961" "CTQ18130.1" "CP006927.1" 99.688 321 321 1 0 1 321 98708 99028 4.47e-166 588 100 321
"54962" "CTQ18130.1" "CP006657.1" 99.688 321 321 1 0 1 321 257242 257562 4.47e-166 588 100 321
"54963" "CTQ18130.1" "CP000648.1" 99.688 321 321 1 0 1 321 136803 137123 4.47e-166 588 100 321
"54964" "CTQ18130.1" "AP012055.1" 99.688 321 321 1 0 1 321 66707 66387 4.47e-166 588 100 321
"54965" "CTQ18130.1" "NZ_MOLX01000057.1" 99.377 321 321 2 0 1 321 8852 9172 2.08e-164 582 100 321
"54966" "CTQ18130.1" "NZ_CP018455.1" 99.377 321 321 2 0 1 321 62057 62377 2.08e-164 582 100 321
"54967" "CTQ18130.1" "NZ_CP012993.2" 99.377 321 321 2 0 1 321 27706 28026 2.08e-164 582 100 321
"54968" "CTQ18130.1" "NZ_CP012988.3" 99.377 321 321 2 0 1 321 27706 28026 2.08e-164 582 100 321
"54969" "CTQ18130.1" "NZ_CP011633.1" 99.377 321 321 2 0 1 321 32978 32658 2.08e-164 582 100 321
"54970" "CTQ18130.1" "NZ_AP014952.1" 99.377 321 321 2 0 1 321 32403 32723 2.08e-164 582 100 321
"54971" "CTQ18130.1" "NC_020893.1" 99.377 321 321 2 0 1 321 28096 28416 2.08e-164 582 100 321
"54972" "CTQ18130.1" "NC_019389.1" 99.377 321 321 2 0 1 321 35019 35339 2.08e-164 582 100 321
"54973" "CTQ18130.1" "NC_016846.1" 99.377 321 321 2 0 1 321 83205 82885 2.08e-164 582 100 321
"54974" "CTQ18130.1" "MOLX01000057.1" 99.377 321 321 2 0 1 321 8852 9172 2.08e-164 582 100 321
"54975" "CTQ18130.1" "MCFP01000199.1" 99.377 321 321 2 0 1 321 1191 871 2.08e-164 582 100 321
"54976" "CTQ18130.1" "LT576116.1" 99.377 321 321 2 0 1 321 46633 46953 2.08e-164 582 100 321
"54977" "CTQ18130.1" "KX236178.1" 99.377 321 321 2 0 1 321 26127 26447 2.08e-164 582 100 321
"54978" "CTQ18130.1" "KT185451.1" 99.377 321 321 2 0 1 321 134575 134255 2.08e-164 582 100 321
"54979" "CTQ18130.1" "KP893385.1" 99.377 321 321 2 0 1 321 28135 28455 2.08e-164 582 100 321
"54980" "CTQ18130.1" "KC405622.1" 99.377 321 321 2 0 1 321 28096 28416 2.08e-164 582 100 321
"54981" "CTQ18130.1" "JX424423.1" 99.377 321 321 2 0 1 321 35019 35339 2.08e-164 582 100 321
"54982" "CTQ18130.1" "CP018455.1" 99.377 321 321 2 0 1 321 62057 62377 2.08e-164 582 100 321
"54983" "CTQ18130.1" "CP016403.1" 99.377 321 321 2 0 1 321 56764 56444 2.08e-164 582 100 321
"54984" "CTQ18130.1" "CP012993.2" 99.377 321 321 2 0 1 321 27706 28026 2.08e-164 582 100 321
"54985" "CTQ18130.1" "CP012988.3" 99.377 321 321 2 0 1 321 27706 28026 2.08e-164 582 100 321
"54986" "CTQ18130.1" "CP011633.1" 99.377 321 321 2 0 1 321 32978 32658 2.08e-164 582 100 321
"54987" "CTQ18130.1" "CP003224.1" 99.377 321 321 2 0 1 321 83205 82885 2.08e-164 582 100 321
"54988" "CTQ18130.1" "AP014952.1" 99.377 321 321 2 0 1 321 32403 32723 2.08e-164 582 100 321
"54989" "CTQ18130.1" "NZ_JNBM01000002.1" 99.377 321 321 1 1 1 321 118456 118775 7.47e-164 580 100 321
"54990" "CTQ18130.1" "NZ_JMMY01000002.1" 99.377 321 321 1 1 1 321 86470 86789 7.47e-164 580 100 321
"54991" "CTQ18130.1" "JNBM01000002.1" 99.377 321 321 1 1 1 321 118456 118775 7.47e-164 580 100 321
"54992" "CTQ18130.1" "JMMY01000002.1" 99.377 321 321 1 1 1 321 86470 86789 7.47e-164 580 100 321
"54993" "CTQ18130.1" "NZ_CP012572.1" 99.065 321 321 3 0 1 321 50434 50754 9.67e-163 577 100 321
"54994" "CTQ18130.1" "NZ_CP012567.1" 99.065 321 321 3 0 1 321 50433 50753 9.67e-163 577 100 321
"54995" "CTQ18130.1" "NC_016966.1" 99.065 321 321 3 0 1 321 120408 120728 9.67e-163 577 100 321
"54996" "CTQ18130.1" "LK391770.1" 99.065 321 321 3 0 1 321 75361 75041 9.67e-163 577 100 321
"54997" "CTQ18130.1" "CP012572.1" 99.065 321 321 3 0 1 321 50434 50754 9.67e-163 577 100 321
