"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "evalue" "bitscore" "query_cover"
"52586" "EEW41550.1" "CP006922.1" 100 120 120 1.66e-56 222 100
"52587" "EMR15237.1" "U27345.1" 100 207 207 1.38e-104 383 100
"52588" "EMR15237.1" "NZ_LYDO01000031.1" 100 207 207 1.38e-104 383 100
"52589" "EMR15237.1" "NZ_JYFZ02000012.1" 100 207 207 1.38e-104 383 100
"52590" "EMR15237.1" "NZ_CP018669.1" 100 207 207 1.38e-104 383 100
"52591" "EMR15237.1" "NZ_CP018452.1" 100 207 207 1.38e-104 383 100
"52592" "EMR15237.1" "NZ_CP018449.1" 100 207 207 1.38e-104 383 100
"52593" "EMR15237.1" "NZ_CP017936.1" 100 207 207 1.38e-104 383 100
"52594" "EMR15237.1" "NZ_CP017932.1" 100 207 207 1.38e-104 383 100
"52595" "EMR15237.1" "NZ_CP015071.1" 100 207 207 1.38e-104 383 100
"52596" "EMR15237.1" "NZ_CP014698.2" 100 207 207 1.38e-104 383 100
"52597" "EMR15237.1" "NZ_CP011656.1" 100 207 207 1.38e-104 383 100
"52598" "EMR15237.1" "NZ_CP011640.1" 100 207 207 1.38e-104 383 100
"52599" "EMR15237.1" "NZ_CP011632.1" 100 207 207 1.38e-104 383 100
"52600" "EMR15237.1" "NZ_CP011614.1" 100 207 207 1.38e-104 383 100
"52601" "EMR15237.1" "NZ_CP011609.1" 100 207 207 1.38e-104 383 100
"52602" "EMR15237.1" "NZ_CP011599.1" 100 207 207 1.38e-104 383 100
"52603" "EMR15237.1" "NZ_CP011593.1" 100 207 207 1.38e-104 383 100
"52604" "EMR15237.1" "NZ_CP010365.1" 100 207 207 1.38e-104 383 100
"52605" "EMR15237.1" "NC_025134.1" 100 207 207 1.38e-104 383 100
"52606" "EMR15237.1" "NC_024997.1" 100 207 207 1.38e-104 383 100
"52607" "EMR15237.1" "NC_019346.1" 100 207 207 1.38e-104 383 100
"52608" "EMR15237.1" "LYDO01000031.1" 100 207 207 1.38e-104 383 100
"52609" "EMR15237.1" "KX783441.1" 100 207 207 1.38e-104 383 100
"52610" "EMR15237.1" "KX230795.1" 100 207 207 1.38e-104 383 100
"52611" "EMR15237.1" "KX118608.1" 100 207 207 1.38e-104 383 100
"52612" "EMR15237.1" "KU530222.1" 100 207 207 1.38e-104 383 100
"52613" "EMR15237.1" "KU315015.1" 100 207 207 1.38e-104 383 100
"52614" "EMR15237.1" "KT935445.1" 100 207 207 1.38e-104 383 100
"52615" "EMR15237.1" "KP975075.1" 100 207 207 1.38e-104 383 100
"52616" "EMR15237.1" "KP294351.1" 100 207 207 1.38e-104 383 100
"52617" "EMR15237.1" "KP294350.1" 100 207 207 1.38e-104 383 100
"52618" "EMR15237.1" "KP025948.1" 100 207 207 1.38e-104 383 100
"52619" "EMR15237.1" "KM406488.1" 100 207 207 1.38e-104 383 100
"52620" "EMR15237.1" "KJ541681.1" 100 207 207 1.38e-104 383 100
"52621" "EMR15237.1" "JYFZ02000012.1" 100 207 207 1.38e-104 383 100
"52622" "EMR15237.1" "JQ837276.1" 100 207 207 1.38e-104 383 100
"52623" "EMR15237.1" "HG934082.1" 100 207 207 1.38e-104 383 100
"52624" "EMR15237.1" "CP018669.1" 100 207 207 1.38e-104 383 100
"52625" "EMR15237.1" "CP018452.1" 100 207 207 1.38e-104 383 100
"52626" "EMR15237.1" "CP018449.1" 100 207 207 1.38e-104 383 100
"52627" "EMR15237.1" "CP017936.1" 100 207 207 1.38e-104 383 100
"52628" "EMR15237.1" "CP017932.1" 100 207 207 1.38e-104 383 100
"52629" "EMR15237.1" "CP015071.1" 100 207 207 1.38e-104 383 100
"52630" "EMR15237.1" "CP014698.2" 100 207 207 1.38e-104 383 100
"52631" "EMR15237.1" "CP011656.1" 100 207 207 1.38e-104 383 100
"52632" "EMR15237.1" "CP011640.1" 100 207 207 1.38e-104 383 100
"52633" "EMR15237.1" "CP011632.1" 100 207 207 1.38e-104 383 100
"52634" "EMR15237.1" "CP011614.1" 100 207 207 1.38e-104 383 100
"52635" "EMR15237.1" "CP011609.1" 100 207 207 1.38e-104 383 100
"52636" "EMR15237.1" "CP011599.1" 100 207 207 1.38e-104 383 100
"52637" "EMR15237.1" "CP011593.1" 100 207 207 1.38e-104 383 100
"52638" "EMR15237.1" "CP010365.1" 100 207 207 1.38e-104 383 100
"52721" "EOR17785.1" "NZ_MOXL01000038.1" 100 123 123 3.68e-58 228 100
"52722" "EOR17785.1" "NZ_MNPA01000055.1" 100 123 123 3.68e-58 228 100
"52723" "EOR17785.1" "NZ_LXQO01000018.1" 100 123 123 3.68e-58 228 100
"52724" "EOR17785.1" "NZ_JNBM01000005.1" 100 123 123 3.68e-58 228 100
"52725" "EOR17785.1" "NZ_CP018340.1" 100 123 123 3.68e-58 228 100
"52726" "EOR17785.1" "NZ_CP016812.1" 100 123 123 3.68e-58 228 100
"52727" "EOR17785.1" "NZ_CP015824.1" 100 123 123 3.68e-58 228 100
"52728" "EOR17785.1" "NZ_CP014765.1" 100 123 123 3.68e-58 228 100
"52729" "EOR17785.1" "NZ_CP014669.1" 100 123 123 3.68e-58 228 100
"52730" "EOR17785.1" "NZ_CP014650.1" 100 123 123 3.68e-58 228 100
"52731" "EOR17785.1" "NZ_CP014005.1" 100 123 123 3.68e-58 228 100
"52732" "EOR17785.1" "NZ_CP011991.1" 100 123 123 3.68e-58 228 100
"52733" "EOR17785.1" "NZ_CP011986.1" 100 123 123 3.68e-58 228 100
"52734" "EOR17785.1" "NZ_CP009875.1" 100 123 123 3.68e-58 228 100
"52735" "EOR17785.1" "NZ_CP009115.1" 100 123 123 3.68e-58 228 100
"52736" "EOR17785.1" "NZ_CP008833.1" 100 123 123 3.68e-58 228 100
"52737" "EOR17785.1" "NZ_CP008830.1" 100 123 123 3.68e-58 228 100
"52738" "EOR17785.1" "NZ_CP007730.1" 100 123 123 3.68e-58 228 100
"52739" "EOR17785.1" "NC_025187.1" 100 123 123 3.68e-58 228 100
"52740" "EOR17785.1" "NC_025167.1" 100 123 123 3.68e-58 228 100
"52741" "EOR17785.1" "NC_025166.1" 100 123 123 3.68e-58 228 100
"52742" "EOR17785.1" "NC_023906.1" 100 123 123 3.68e-58 228 100
"52743" "EOR17785.1" "NC_023905.1" 100 123 123 3.68e-58 228 100
"52744" "EOR17785.1" "NC_023904.1" 100 123 123 3.68e-58 228 100
"52745" "EOR17785.1" "NC_023903.1" 100 123 123 3.68e-58 228 100
"52746" "EOR17785.1" "NC_019155.1" 100 123 123 3.68e-58 228 100
"52747" "EOR17785.1" "NC_019152.1" 100 123 123 3.68e-58 228 100
"52748" "EOR17785.1" "NC_016846.1" 100 123 123 3.68e-58 228 100
"52749" "EOR17785.1" "NC_015154.1" 100 123 123 3.68e-58 228 100
"52750" "EOR17785.1" "NC_014016.1" 100 123 123 3.68e-58 228 100
"52751" "EOR17785.1" "NC_013950.1" 100 123 123 3.68e-58 228 100
"52752" "EOR17785.1" "MOXN01000044.1" 100 123 123 3.68e-58 228 100
"52753" "EOR17785.1" "MOXL01000038.1" 100 123 123 3.68e-58 228 100
"52754" "EOR17785.1" "MNPH01000039.1" 100 123 123 3.68e-58 228 100
"52755" "EOR17785.1" "MNPF01000044.1" 100 123 123 3.68e-58 228 100
"52756" "EOR17785.1" "MNPE01000058.1" 100 123 123 3.68e-58 228 100
"52757" "EOR17785.1" "MNPA01000055.1" 100 123 123 3.68e-58 228 100
"52758" "EOR17785.1" "MCFO01000133.1" 100 123 123 3.68e-58 228 100
"52759" "EOR17785.1" "LXQO01000018.1" 100 123 123 3.68e-58 228 100
"52760" "EOR17785.1" "LT576116.1" 100 123 123 3.68e-58 228 100
"52761" "EOR17785.1" "LT216439.1" 100 123 123 3.68e-58 228 100
"52762" "EOR17785.1" "LT216438.1" 100 123 123 3.68e-58 228 100
"52763" "EOR17785.1" "LT009689.1" 100 123 123 3.68e-58 228 100
"52764" "EOR17785.1" "LT009688.1" 100 123 123 3.68e-58 228 100
"52765" "EOR17785.1" "LC056590.1" 100 123 123 3.68e-58 228 100
"52766" "EOR17785.1" "LC056097.1" 100 123 123 3.68e-58 228 100
"52767" "EOR17785.1" "KX236178.1" 100 123 123 3.68e-58 228 100
"52768" "EOR17785.1" "KU665642.1" 100 123 123 3.68e-58 228 100
"52769" "EOR17785.1" "KJ721790.1" 100 123 123 3.68e-58 228 100
"52770" "EOR17785.1" "KJ146689.1" 100 123 123 3.68e-58 228 100
"52771" "EOR17785.1" "KJ146688.1" 100 123 123 3.68e-58 228 100
"52772" "EOR17785.1" "KJ146687.1" 100 123 123 3.68e-58 228 100
"52773" "EOR17785.1" "KF874499.1" 100 123 123 3.68e-58 228 100
"52774" "EOR17785.1" "KF874498.1" 100 123 123 3.68e-58 228 100
"52775" "EOR17785.1" "KF874497.2" 100 123 123 3.68e-58 228 100
"52776" "EOR17785.1" "KF874496.1" 100 123 123 3.68e-58 228 100
"52777" "EOR17785.1" "JNBM01000005.1" 100 123 123 3.68e-58 228 100
"52778" "EOR17785.1" "JN233705.2" 100 123 123 3.68e-58 228 100
"52779" "EOR17785.1" "HQ589350.1" 100 123 123 3.68e-58 228 100
"52780" "EOR17785.1" "HQ202266.1" 100 123 123 3.68e-58 228 100
"52781" "EOR17785.1" "HG969998.1" 100 123 123 3.68e-58 228 100
"52782" "EOR17785.1" "HG969997.1" 100 123 123 3.68e-58 228 100
"52783" "EOR17785.1" "HG969996.1" 100 123 123 3.68e-58 228 100
"52784" "EOR17785.1" "HG969995.1" 100 123 123 3.68e-58 228 100
"52785" "EOR17785.1" "GU595196.1" 100 123 123 3.68e-58 228 100
"52786" "EOR17785.1" "FJ876826.1" 100 123 123 3.68e-58 228 100
"52787" "EOR17785.1" "CP018340.1" 100 123 123 3.68e-58 228 100
"52788" "EOR17785.1" "CP016812.1" 100 123 123 3.68e-58 228 100
"52789" "EOR17785.1" "CP015824.1" 100 123 123 3.68e-58 228 100
"52790" "EOR17785.1" "CP015393.1" 100 123 123 3.68e-58 228 100
"52791" "EOR17785.1" "CP014765.1" 100 123 123 3.68e-58 228 100
"52792" "EOR17785.1" "CP014669.1" 100 123 123 3.68e-58 228 100
"52793" "EOR17785.1" "CP014650.1" 100 123 123 3.68e-58 228 100
"52794" "EOR17785.1" "CP014005.1" 100 123 123 3.68e-58 228 100
"52795" "EOR17785.1" "CP012000.1" 100 123 123 3.68e-58 228 100
"52796" "EOR17785.1" "CP011991.1" 100 123 123 3.68e-58 228 100
"52797" "EOR17785.1" "CP011986.1" 100 123 123 3.68e-58 228 100
"52798" "EOR17785.1" "CP009875.1" 100 123 123 3.68e-58 228 100
"52799" "EOR17785.1" "CP009115.1" 100 123 123 3.68e-58 228 100
"52800" "EOR17785.1" "CP008833.1" 100 123 123 3.68e-58 228 100
"52801" "EOR17785.1" "CP008830.1" 100 123 123 3.68e-58 228 100
"52802" "EOR17785.1" "CP007730.1" 100 123 123 3.68e-58 228 100
"52803" "EOR17785.1" "CP003224.1" 100 123 123 3.68e-58 228 100
"52804" "EOR17785.1" "LK391770.1" 100 123 120 1.71e-56 222 97.56098
"52805" "EOR17785.1" "NC_020087.1" 100 123 115 1.03e-53 213 93.49593
"52806" "EOR17785.1" "HF545434.1" 100 123 115 1.03e-53 213 93.49593
"52811" "CDR98226.1" "LK391770.1" 100 270 270 1.78e-139 499 100
"53198" "KGT64575.1" "NZ_MBSL01000013.1" 100 168 168 5.21e-83 311 100
"53199" "KGT64575.1" "NZ_LYZC01000040.1" 100 168 168 5.21e-83 311 100
"53200" "KGT64575.1" "NZ_LQWX02000028.1" 100 168 168 5.21e-83 311 100
"53201" "KGT64575.1" "NZ_CP018339.1" 100 168 168 5.21e-83 311 100
"53202" "KGT64575.1" "NZ_CP017451.1" 100 168 168 5.21e-83 311 100
"53203" "KGT64575.1" "NZ_CP016921.1" 100 168 168 5.21e-83 311 100
"53204" "KGT64575.1" "NZ_CP012754.1" 100 168 168 5.21e-83 311 100
"53205" "KGT64575.1" "NZ_CP011314.1" 100 168 168 5.21e-83 311 100
"53206" "KGT64575.1" "NZ_CP008933.1" 100 168 168 5.21e-83 311 100
"53207" "KGT64575.1" "NZ_CP004000.1" 100 168 168 5.21e-83 311 100
"53208" "KGT64575.1" "NC_016980.1" 100 168 168 5.21e-83 311 100
"53209" "KGT64575.1" "MBSL01000013.1" 100 168 168 5.21e-83 311 100
"53210" "KGT64575.1" "LYZC01000040.1" 100 168 168 5.21e-83 311 100
"53211" "KGT64575.1" "LQWX02000028.1" 100 168 168 5.21e-83 311 100
"53212" "KGT64575.1" "KX029332.1" 100 168 168 5.21e-83 311 100
"53213" "KGT64575.1" "JN420336.1" 100 168 168 5.21e-83 311 100
"53214" "KGT64575.1" "CP018339.1" 100 168 168 5.21e-83 311 100
"53215" "KGT64575.1" "CP017451.1" 100 168 168 5.21e-83 311 100
"53216" "KGT64575.1" "CP016921.1" 100 168 168 5.21e-83 311 100
"53217" "KGT64575.1" "CP014776.1" 100 168 168 5.21e-83 311 100
"53218" "KGT64575.1" "CP012754.1" 100 168 168 5.21e-83 311 100
"53219" "KGT64575.1" "CP011314.1" 100 168 168 5.21e-83 311 100
"53220" "KGT64575.1" "CP008933.1" 100 168 168 5.21e-83 311 100
"53221" "KGT64575.1" "CP004000.1" 100 168 168 5.21e-83 311 100
"53223" "KGT64575.1" "NZ_CP018714.1" 100 168 165 2.42e-81 305 98.21429
"53227" "KGT64575.1" "NZ_CP018687.1" 100 168 165 2.42e-81 305 98.21429
"53228" "KGT64575.1" "NZ_CP017986.1" 100 168 165 2.42e-81 305 98.21429
"53230" "KGT64575.1" "CP018714.1" 100 168 165 2.42e-81 305 98.21429
"53234" "KGT64575.1" "CP018687.1" 100 168 165 2.42e-81 305 98.21429
"53235" "KGT64575.1" "CP018313.1" 100 168 165 2.42e-81 305 98.21429
"53236" "KGT64575.1" "CP017986.1" 100 168 165 2.42e-81 305 98.21429
"53291" "EMH90000.1" "NC_022609.1" 100 219 219 3.15e-111 405 100
"53292" "EMH90000.1" "KP125893.1" 100 219 219 3.15e-111 405 100
"53293" "EMH90000.1" "KF295829.1" 100 219 219 3.15e-111 405 100
"53372" "EMI35021.1" "NZ_LZCZ01000009.1" 100 420 420 0 776 100
"53373" "EMI35021.1" "NZ_LZCY01000051.1" 100 420 420 0 776 100
"53374" "EMI35021.1" "NZ_LJCB01000027.1" 100 420 420 0 776 100
"53375" "EMI35021.1" "NZ_JPGT01000090.1" 100 420 420 0 776 100
"53376" "EMI35021.1" "NZ_JPGS01000084.1" 100 420 420 0 776 100
"53377" "EMI35021.1" "NZ_JNBM01000002.1" 100 420 420 0 776 100
"53378" "EMI35021.1" "NZ_JMSX01000002.1" 100 420 420 0 776 100
"53379" "EMI35021.1" "NZ_JMSW01000002.1" 100 420 420 0 776 100
"53380" "EMI35021.1" "NZ_JMMY01000002.1" 100 420 420 0 776 100
"53381" "EMI35021.1" "NZ_CP018460.1" 100 420 420 0 776 100
"53382" "EMI35021.1" "NZ_CP018434.1" 100 420 420 0 776 100
"53383" "EMI35021.1" "NZ_CP018430.1" 100 420 420 0 776 100
"53384" "EMI35021.1" "NZ_CP018424.1" 100 420 420 0 776 100
"53385" "EMI35021.1" "NZ_CP018365.1" 100 420 420 0 776 100
"53386" "EMI35021.1" "NZ_CP018355.1" 100 420 420 0 776 100
"53387" "EMI35021.1" "NZ_CP016922.1" 100 420 420 0 776 100
"53388" "EMI35021.1" "NZ_CP015824.1" 100 420 420 0 776 100
"53389" "EMI35021.1" "NZ_CP015386.1" 100 420 420 0 776 100
"53390" "EMI35021.1" "NZ_CP011990.1" 100 420 420 0 776 100
"53391" "EMI35021.1" "NZ_CP011981.1" 100 420 420 0 776 100
"53392" "EMI35021.1" "NZ_CP011977.1" 100 420 420 0 776 100
"53393" "EMI35021.1" "NZ_CP011577.1" 100 420 420 0 776 100
"53394" "EMI35021.1" "NZ_CP010574.1" 100 420 420 0 776 100
"53395" "EMI35021.1" "NZ_CP010393.1" 100 420 420 0 776 100
"53396" "EMI35021.1" "NZ_CP009777.1" 100 420 420 0 776 100
"53397" "EMI35021.1" "NZ_CP008930.1" 100 420 420 0 776 100
"53398" "EMI35021.1" "NZ_CP008800.1" 100 420 420 0 776 100
"53399" "EMI35021.1" "NZ_CP006927.1" 100 420 420 0 776 100
"53400" "EMI35021.1" "NC_024992.1" 100 420 420 0 776 100
"53401" "EMI35021.1" "NC_023905.1" 100 420 420 0 776 100
"53402" "EMI35021.1" "NC_022078.1" 100 420 420 0 776 100
"53403" "EMI35021.1" "NC_021654.1" 100 420 420 0 776 100
"53404" "EMI35021.1" "NC_020132.1" 100 420 420 0 776 100
"53405" "EMI35021.1" "NC_009649.1" 100 420 420 0 776 100
"53406" "EMI35021.1" "LZCZ01000009.1" 100 420 420 0 776 100
"53407" "EMI35021.1" "LZCY01000051.1" 100 420 420 0 776 100
"53408" "EMI35021.1" "LT216438.1" 100 420 420 0 776 100
"53409" "EMI35021.1" "LT009688.1" 100 420 420 0 776 100
"53410" "EMI35021.1" "LM994717.1" 100 420 420 0 776 100
"53411" "EMI35021.1" "LJCB01000027.1" 100 420 420 0 776 100
"53412" "EMI35021.1" "KT203286.1" 100 420 420 0 776 100
"53413" "EMI35021.1" "KF874498.1" 100 420 420 0 776 100
"53414" "EMI35021.1" "JX442974.1" 100 420 420 0 776 100
"53415" "EMI35021.1" "JX430448.1" 100 420 420 0 776 100
"53416" "EMI35021.1" "JPGT01000090.1" 100 420 420 0 776 100
"53417" "EMI35021.1" "JPGS01000084.1" 100 420 420 0 776 100
"53418" "EMI35021.1" "JNBM01000002.1" 100 420 420 0 776 100
"53419" "EMI35021.1" "JN233704.1" 100 420 420 0 776 100
"53420" "EMI35021.1" "JMSX01000002.1" 100 420 420 0 776 100
"53421" "EMI35021.1" "JMSW01000002.1" 100 420 420 0 776 100
"53422" "EMI35021.1" "JMMY01000002.1" 100 420 420 0 776 100
"53423" "EMI35021.1" "HG969998.1" 100 420 420 0 776 100
"53424" "EMI35021.1" "HG969996.1" 100 420 420 0 776 100
"53425" "EMI35021.1" "CP018675.1" 100 420 420 0 776 100
"53426" "EMI35021.1" "CP018460.1" 100 420 420 0 776 100
"53427" "EMI35021.1" "CP018434.1" 100 420 420 0 776 100
"53428" "EMI35021.1" "CP018430.1" 100 420 420 0 776 100
"53429" "EMI35021.1" "CP018424.1" 100 420 420 0 776 100
"53430" "EMI35021.1" "CP018365.1" 100 420 420 0 776 100
"53431" "EMI35021.1" "CP018355.1" 100 420 420 0 776 100
"53432" "EMI35021.1" "CP018351.1" 100 420 420 0 776 100
"53433" "EMI35021.1" "CP016922.1" 100 420 420 0 776 100
"53434" "EMI35021.1" "CP015824.1" 100 420 420 0 776 100
"53435" "EMI35021.1" "CP015393.1" 100 420 420 0 776 100
"53436" "EMI35021.1" "CP015386.1" 100 420 420 0 776 100
"53437" "EMI35021.1" "CP011990.1" 100 420 420 0 776 100
"53438" "EMI35021.1" "CP011981.1" 100 420 420 0 776 100
"53439" "EMI35021.1" "CP011977.1" 100 420 420 0 776 100
"53440" "EMI35021.1" "CP011577.1" 100 420 420 0 776 100
"53441" "EMI35021.1" "CP010574.1" 100 420 420 0 776 100
"53442" "EMI35021.1" "CP010393.1" 100 420 420 0 776 100
"53443" "EMI35021.1" "CP009777.1" 100 420 420 0 776 100
"53444" "EMI35021.1" "CP008930.1" 100 420 420 0 776 100
"53445" "EMI35021.1" "CP008800.1" 100 420 420 0 776 100
"53446" "EMI35021.1" "CP006927.1" 100 420 420 0 776 100
"53447" "EMI35021.1" "CP006657.1" 100 420 420 0 776 100
"53448" "EMI35021.1" "CP000648.1" 100 420 420 0 776 100
"53520" "EOZ58961.1" "NZ_JMSX01000005.1" 100 300 300 4.21e-156 555 100
"53521" "EOZ58961.1" "NZ_CP008791.1" 100 300 300 4.21e-156 555 100
"53522" "EOZ58961.1" "NZ_CP006922.1" 100 300 300 4.21e-156 555 100
"53523" "EOZ58961.1" "JMSX01000005.1" 100 300 300 4.21e-156 555 100
"53524" "EOZ58961.1" "CP008791.1" 100 300 300 4.21e-156 555 100
"53525" "EOZ58961.1" "CP006922.1" 100 300 300 4.21e-156 555 100
"53529" "CDI27645.1" "NZ_MOLX01000063.1" 100 219 219 3.15e-111 405 100
"53530" "CDI27645.1" "NZ_MNPC01000031.1" 100 219 219 3.15e-111 405 100
"53531" "CDI27645.1" "NZ_MNPB01000028.1" 100 219 219 3.15e-111 405 100
"53532" "CDI27645.1" "NZ_LJCD01000013.1" 100 219 219 3.15e-111 405 100
"53533" "CDI27645.1" "NZ_JPIQ01000066.1" 100 219 219 3.15e-111 405 100
"53534" "CDI27645.1" "NZ_FO834904.1" 100 219 219 3.15e-111 405 100
"53535" "CDI27645.1" "NZ_CP016810.1" 100 219 219 3.15e-111 405 100
"53536" "CDI27645.1" "NZ_CP016160.1" 100 219 219 3.15e-111 405 100
"53537" "CDI27645.1" "NZ_CP015754.1" 100 219 219 3.15e-111 405 100
"53538" "CDI27645.1" "NZ_CP015383.1" 100 219 219 3.15e-111 405 100
"53539" "CDI27645.1" "NZ_CP010390.1" 100 219 219 3.15e-111 405 100
"53540" "CDI27645.1" "NZ_CP009879.1" 100 219 219 3.15e-111 405 100
"53541" "CDI27645.1" "NZ_AP014952.1" 100 219 219 3.15e-111 405 100
"53542" "CDI27645.1" "NC_023334.1" 100 219 219 3.15e-111 405 100
"53543" "CDI27645.1" "NC_023333.1" 100 219 219 3.15e-111 405 100
"53544" "CDI27645.1" "NC_023332.1" 100 219 219 3.15e-111 405 100
"53545" "CDI27645.1" "NC_016966.1" 100 219 219 3.15e-111 405 100
"53546" "CDI27645.1" "NC_016846.1" 100 219 219 3.15e-111 405 100
"53547" "CDI27645.1" "NC_014312.1" 100 219 219 3.15e-111 405 100
"53548" "CDI27645.1" "MOLX01000063.1" 100 219 219 3.15e-111 405 100
"53549" "CDI27645.1" "MNPD01000023.1" 100 219 219 3.15e-111 405 100
"53550" "CDI27645.1" "MNPC01000031.1" 100 219 219 3.15e-111 405 100
"53551" "CDI27645.1" "MNPB01000028.1" 100 219 219 3.15e-111 405 100
"53552" "CDI27645.1" "MCFQ01000152.1" 100 219 219 3.15e-111 405 100
"53553" "CDI27645.1" "LJCD01000013.1" 100 219 219 3.15e-111 405 100
"53554" "CDI27645.1" "LC056097.1" 100 219 219 3.15e-111 405 100
"53555" "CDI27645.1" "KX236178.1" 100 219 219 3.15e-111 405 100
"53556" "CDI27645.1" "KT896504.1" 100 219 219 3.15e-111 405 100
"53557" "CDI27645.1" "KT821215.1" 100 219 219 3.15e-111 405 100
"53558" "CDI27645.1" "KT821214.1" 100 219 219 3.15e-111 405 100
"53559" "CDI27645.1" "KT185451.1" 100 219 219 3.15e-111 405 100
"53560" "CDI27645.1" "KF719972.1" 100 219 219 3.15e-111 405 100
"53561" "CDI27645.1" "KF719971.1" 100 219 219 3.15e-111 405 100
"53562" "CDI27645.1" "KF719970.1" 100 219 219 3.15e-111 405 100
"53563" "CDI27645.1" "JPIQ01000066.1" 100 219 219 3.15e-111 405 100
"53564" "CDI27645.1" "FO834904.1" 100 219 219 3.15e-111 405 100
"53565" "CDI27645.1" "FJ628167.2" 100 219 219 3.15e-111 405 100
"53566" "CDI27645.1" "CP016810.1" 100 219 219 3.15e-111 405 100
"53567" "CDI27645.1" "CP016403.1" 100 219 219 3.15e-111 405 100
"53568" "CDI27645.1" "CP016160.1" 100 219 219 3.15e-111 405 100
"53569" "CDI27645.1" "CP015754.1" 100 219 219 3.15e-111 405 100
"53570" "CDI27645.1" "CP015383.1" 100 219 219 3.15e-111 405 100
"53571" "CDI27645.1" "CP010390.1" 100 219 219 3.15e-111 405 100
"53572" "CDI27645.1" "CP009879.1" 100 219 219 3.15e-111 405 100
"53573" "CDI27645.1" "CP003224.1" 100 219 219 3.15e-111 405 100
"53574" "CDI27645.1" "CP002474.1" 100 219 219 3.15e-111 405 100
"53575" "CDI27645.1" "AP014952.1" 100 219 219 3.15e-111 405 100
"53582" "CDI27645.1" "NZ_CP008791.1" 100 219 216 1.46e-109 399 98.63014
"53593" "CDI27645.1" "CP008791.1" 100 219 216 1.46e-109 399 98.63014
"53610" "AHM88145.1" "NZ_JMSX01000002.1" 100 447 447 0 826 100
"53611" "AHM88145.1" "NZ_CP011977.1" 100 447 447 0 826 100
"53612" "AHM88145.1" "NZ_CP006927.1" 100 447 447 0 826 100
"53613" "AHM88145.1" "JMSX01000002.1" 100 447 447 0 826 100
"53614" "AHM88145.1" "CP011977.1" 100 447 447 0 826 100
"53615" "AHM88145.1" "CP006927.1" 100 447 447 0 826 100
"53758" "AJF79818.1" "NZ_CP018340.1" 100 165 165 2.37e-81 305 100
"53759" "AJF79818.1" "NZ_CP017386.1" 100 165 165 2.37e-81 305 100
"53760" "AJF79818.1" "NZ_CP014005.1" 100 165 165 2.37e-81 305 100
"53761" "AJF79818.1" "NC_032103.1" 100 165 165 2.37e-81 305 100
"53762" "AJF79818.1" "NC_020087.1" 100 165 165 2.37e-81 305 100
"53763" "AJF79818.1" "NC_015154.1" 100 165 165 2.37e-81 305 100
"53764" "AJF79818.1" "NC_013950.1" 100 165 165 2.37e-81 305 100
"53765" "AJF79818.1" "KU295132.1" 100 165 165 2.37e-81 305 100
"53766" "AJF79818.1" "KP987218.1" 100 165 165 2.37e-81 305 100
"53767" "AJF79818.1" "KP008371.1" 100 165 165 2.37e-81 305 100
"53768" "AJF79818.1" "HQ202266.1" 100 165 165 2.37e-81 305 100
"53769" "AJF79818.1" "HF545434.1" 100 165 165 2.37e-81 305 100
"53770" "AJF79818.1" "FJ876826.1" 100 165 165 2.37e-81 305 100
"53771" "AJF79818.1" "CP018340.1" 100 165 165 2.37e-81 305 100
"53772" "AJF79818.1" "CP017386.1" 100 165 165 2.37e-81 305 100
"53773" "AJF79818.1" "CP014005.1" 100 165 165 2.37e-81 305 100
"53802" "ALT46381.1" "CP012000.1" 100 387 387 0 715 100
"54076" "KTG73592.1" "LT216439.1" 100 207 207 1.38e-104 383 100
"54172" "KPR26974.1" "NZ_MAOO01000140.1" 100 150 150 4.61e-73 278 100
"54173" "KPR26974.1" "NZ_CP018361.1" 100 150 150 4.61e-73 278 100
"54174" "KPR26974.1" "NZ_CP014005.1" 100 150 150 4.61e-73 278 100
"54175" "KPR26974.1" "NZ_CP008791.1" 100 150 150 4.61e-73 278 100
"54176" "KPR26974.1" "NC_032103.1" 100 150 150 4.61e-73 278 100
"54177" "KPR26974.1" "NC_020087.1" 100 150 150 4.61e-73 278 100
"54178" "KPR26974.1" "NC_013950.1" 100 150 150 4.61e-73 278 100
"54179" "KPR26974.1" "MAOO01000140.1" 100 150 150 4.61e-73 278 100
"54180" "KPR26974.1" "KX236178.1" 100 150 150 4.61e-73 278 100
"54181" "KPR26974.1" "KU295132.1" 100 150 150 4.61e-73 278 100
"54182" "KPR26974.1" "KP987218.1" 100 150 150 4.61e-73 278 100
"54183" "KPR26974.1" "HF545434.1" 100 150 150 4.61e-73 278 100
"54184" "KPR26974.1" "FJ876826.1" 100 150 150 4.61e-73 278 100
"54185" "KPR26974.1" "CP018361.1" 100 150 150 4.61e-73 278 100
"54186" "KPR26974.1" "CP014005.1" 100 150 150 4.61e-73 278 100
"54187" "KPR26974.1" "CP008791.1" 100 150 150 4.61e-73 278 100
"54314" "CCI69690.1" "NC_021231.1" 100 276 276 8.42e-143 510 100
"54315" "CCI69690.1" "FO203500.1" 100 276 276 8.42e-143 510 100
"54316" "CCI69690.1" "NZ_LZCZ01000009.1" 100 276 264 3.94e-136 488 95.65217
"54317" "CCI69690.1" "NZ_LZCY01000010.1" 100 276 264 3.94e-136 488 95.65217
